n,win_rate,avg_ret,median_ret,avg_gross,avg_win,avg_loss,profit_factor,t_stat,std,best,worst,avg_hold,sum_ret,avg_ret_gross,sl_mode,sl,atr_k,desc
515524,0.3083968932581218,-0.0009272528746516176,-0.022955477237701416,0.0024062204,0.05592030453696642,-0.026276488475466972,0.9489760676409792,-16.595487397710876,0.04011738540994554,0.37721967697143555,-0.5542555451393127,4.297623389017776,-478.0211109519005,0.0024062204,fixed,0.02,,-2%
515524,0.38368145808924514,-0.00020177568813261996,-0.03292524814605713,0.0031339647,0.0549121747509445,-0.03451228142103583,0.9905138511649101,-3.183717210531505,0.045504966207421116,0.37721967697143555,-0.5542555451393127,5.709724474515251,-104.02020984888077,0.0031339647,fixed,0.03,,-3%
515524,0.4438260876312257,0.00040477949990744554,-0.04289507865905762,0.003742314,0.054304355863371255,-0.042607015139095664,1.0170815306599092,5.775272752578017,0.05032345542534094,0.37721967697143555,-0.5542555451393127,6.9674661121499675,208.67354691028595,0.003742314,fixed,0.04,,-4%
515524,0.4893060264895524,0.0008380117423208013,-0.005558907985687256,0.0041766353,0.05390848021280819,-0.05000985684076523,1.0328120798511347,11.041948119689009,0.05449151041684859,0.37721967697143555,-0.5542555451393127,8.039600484167565,432.0151654481888,0.0041766353,fixed,0.05,,-5%
515524,0.3879121049650453,0.00040679195929942173,-0.02224692702293396,0.003744434,0.056254669827350216,-0.0349869285134591,1.0189955884430952,6.183728373551099,0.04723309452372589,0.37721967697143555,-0.5542555451393127,5.249332717778416,209.7110180258751,0.003744434,atr,,1.0,ATR×1
515524,0.4774365499957325,0.0015439670728483355,-0.016555368900299072,0.004885074,0.05509653776473605,-0.04738397573357766,1.0623544577232675,20.216186747296135,0.05483568054461968,0.37721967697143555,-0.5542555451393127,7.2173167495596715,795.9520812630653,0.004885074,atr,,1.5,ATR×1.5
515524,0.5320082091231446,0.001884472146215791,0.01814812421798706,0.0052263625,0.05430023985267942,-0.05770122839584378,1.0697856983147536,22.30540998668807,0.06066021659276572,0.37721967697143555,-0.5542555451393127,8.789206710065875,971.4906187057495,0.0052263625,atr,,2.0,ATR×2
