n,win_rate,avg_ret,median_ret,avg_gross,avg_win,avg_loss,profit_factor,t_stat,std,best,worst,avg_hold,sum_ret,avg_ret_gross,cand,period
49423,0.4071990773526496,0.0017132690930538735,-0.033409059047698975,0.00524629,0.05450877605461926,-0.0345523318899997,1.0836448769928273,8.370953756841534,0.04550039736660258,0.2313774824142456,-0.20695984363555908,6.037735467292556,84.67489838600159,0.00524629,规则B(缩量A),样本内16-20
96870,0.4199132858470115,0.0029158942806741654,-0.032925188541412354,0.006163035,0.05406354956093869,-0.034108880581591956,1.1473707822115287,19.735525440486704,0.04598516301106929,0.37721967697143555,-0.24401891231536865,6.29401259419841,282.4626789689064,0.006163035,规则B(缩量A),样本外21-26
146610,0.415694700225087,0.002520530249540546,-0.03292524814605713,0.005864705,0.05422112731666011,-0.03426103618080559,1.125907498312107,21.057844542741947,0.045831048774184396,0.37721967697143555,-0.24401891231536865,6.201739308369143,369.53493988513947,0.005864705,规则B(缩量A),全样本
56065,0.40690270222063674,0.0019453702746498205,-0.033409059047698975,0.0054792096,0.05484366539207809,-0.03434624546316719,1.0954986122947896,10.13811822676979,0.0454350318997236,0.2313774824142456,-0.20695984363555908,5.910407562650495,109.06718444824219,0.0054792096,规则C(缩量A),样本内16-20
120459,0.4179264313998954,0.0028378105089154385,-0.032925188541412354,0.006082623,0.05413758594420571,-0.033995217540870884,1.1434127253990403,21.521957831605523,0.0457637119395106,0.37721967697143555,-0.24401891231536865,6.2290322848438056,341.8398160934448,0.006082623,规则C(缩量A),样本外21-26
177096,0.41453787776121426,0.0025698480131465975,-0.03292524814605713,0.005907155,0.0543711662776378,-0.03410820121142341,1.1286914872439753,23.680860615214073,0.045668246164458366,0.37721967697143555,-0.24401891231536865,6.120861001942449,455.10980373620987,0.005907155,规则C(缩量A),全样本
302148,0.40285886386803815,0.0016242370074718573,-0.033409059047698975,0.005156944,0.05532370797053531,-0.03460389492566919,1.0786045031201563,19.462468223890223,0.045873444041463776,0.29030847549438477,-0.4760633111000061,5.764234745886122,490.7599633336067,0.005156944,规则B(缩量不走缩量条件),样本内16-20
537526,0.4187723012468234,0.0029403581580869182,-0.032925188541412354,0.0061899577,0.05497566538654266,-0.03455087875455649,1.1464181225489964,45.64690927080439,0.04722680819191583,0.47225308418273926,-0.33755749464035034,6.129766746166697,1580.5189592838287,0.0061899577,规则B(缩量不走缩量条件),样本外21-26
842989,0.4134466760538987,0.002510926348946052,-0.03292524814605713,0.005863279,0.0551136404187051,-0.03456740292765012,1.1238396517060654,49.30751101997411,0.04675540760417175,0.47225308418273926,-0.4760633111000061,5.991411513080242,2116.6832919716835,0.005863279,规则B(缩量不走缩量条件),全样本
