n,win_rate,avg_ret,median_ret,avg_gross,avg_win,avg_loss,profit_factor,t_stat,std,best,worst,avg_hold,sum_ret,avg_ret_gross,hold
119405,0.47064193291738204,0.0001497821364389393,-0.001519620418548584,0.0014855915,0.02835357786741626,-0.024925662565081955,1.011351774978023,1.3319376527531581,0.038858620704699205,0.4564701318740845,-0.37775862216949463,1.0,17.884736001491547,0.0014855915,1
119425,0.47612308980531715,0.0005336470471183102,-0.001519620418548584,0.001869696,0.0353925510811438,-0.031147705524308122,1.0327038432916353,3.7766242529617045,0.048831263062971,0.7379755973815918,-0.34886109828948975,1.9989951852627172,63.73079860210419,0.001869696,2
119428,0.4778443915999598,0.0008747256142130795,-0.001695007085800171,0.0022109887,0.04136678399957454,-0.03618109202427005,1.0463009845738085,5.304616894289703,0.056986357672340414,1.0253820419311523,-0.4359496831893921,2.9970693639682486,104.46673065423965,0.0022109887,3
119432,0.48281867506195997,0.0018187258985215208,-0.001755744218826294,0.0031556915,0.051288803559743475,-0.04436445241802916,1.0792664286103506,8.93272003372321,0.07036292437186167,1.0151467323303223,-0.4504948854446411,4.990212003483154,217.2140715122223,0.0031556915,5
119441,0.4830920705620348,0.003741085208950119,-0.002684950828552246,0.005079139,0.07118346463418937,-0.05928924739901441,1.122069866077471,13.510142039748883,0.09570054265870435,2.105480670928955,-0.6956567764282227,9.962835207340863,446.83895844221115,0.005079139,10
119456,0.47770727297080096,0.007583914673419411,-0.0048629045486450195,0.0089243,0.10252999269835926,-0.07925710314154095,1.1832066632892835,19.447732627628188,0.13478092951437728,4.1816205978393555,-0.8808411955833435,19.87140034824538,905.9441112279892,0.0089243,20
