,0
2019-09-05,1.0596288092681174
2019-09-12,1.081057981957655
2019-09-20,1.0723216506159232
2019-09-27,1.0410391406252015
2019-10-11,1.0516458126860264
2019-10-18,1.0394361397508665
2019-10-25,1.0431118951416853
2019-11-01,1.0294537202311669
2019-11-08,1.024266370953587
2019-11-15,0.9888238788655583
2019-11-22,0.9961612048511196
2019-11-29,0.9951538551425271
2019-12-06,1.0137288828314561
2019-12-13,1.021900629549465
2019-12-20,1.0454477299026932
2019-12-27,1.0441804835519093
2020-01-06,1.0735349057751153
2020-01-13,1.087462351915284
2020-01-20,1.0781771352101919
2020-02-04,0.8621467483623049
2020-02-11,0.8943607704301857
2020-02-18,0.9292502790372249
2020-02-25,0.9308452925428288
2020-03-03,0.9426381574282757
2020-03-10,0.9497292308919473
2020-03-17,0.8945166222489142
2020-03-24,0.8647207912118688
2020-03-31,0.8500727876078861
2020-04-08,0.8772271830582553
2020-04-15,0.862871712391888
2020-04-22,0.8677564497196959
2020-04-29,0.852537364437353
2020-05-11,0.8786724181702833
2020-05-18,0.871055254908721
2020-05-25,0.8613351526222451
2020-06-01,0.88733268528315
2020-06-08,0.8956789317086744
2020-06-15,0.8852293996438403
2020-06-22,0.9020008412598118
2020-07-01,0.9044958179912804
2020-07-08,0.972023445357874
2020-07-15,0.9879391817553211
2020-07-22,1.005937802047322
2020-07-29,0.9965481859517512
2020-08-05,1.019907310688796
2020-08-12,0.9969025551843359
2020-08-19,1.0215121407334726
2020-08-26,1.0090232547511895
2020-09-02,1.0229939046154746
2020-09-09,1.014708410599641
2020-09-16,0.9889733003238316
2020-09-23,0.9922283793913681
2020-09-30,0.9595903120306577
2020-10-15,0.9846594608239384
2020-10-22,0.9736228471785515
2020-10-29,0.960968989932092
2020-11-05,0.9604557762721659
2020-11-12,0.9640997781905627
2020-11-19,0.9736738403475129
2020-11-26,0.97061714338851
2020-12-03,0.9829108839620001
2020-12-10,0.9649749764966732
2020-12-17,0.9442174981872474
2020-12-24,0.917950948518014
2020-12-31,0.9259174105996217
2021-01-08,0.9057480047142755
2021-01-15,0.8983940806695883
2021-01-22,0.9039359389971438
2021-01-29,0.870850819546268
2021-02-05,0.8478641800632689
2021-02-19,0.8945526223167456
2021-02-26,0.8860845263352629
2021-03-05,0.9071375010483086
2021-03-12,0.8897731815229453
2021-03-19,0.8948800595523856
2021-03-26,0.9030531283500727
2021-04-02,0.903296739458837
2021-04-12,0.9014114035603461
2021-04-19,0.9239831358317322
2021-04-26,0.9114288874228672
2021-05-06,0.904994063678799
2021-05-13,0.9088672398705459
2021-05-20,0.9075575274558944
2021-05-27,0.9274282773781611
2021-06-03,0.9324829776646062
2021-06-10,0.9404577042628552
2021-06-18,0.9269397505275692
2021-06-25,0.9369279824132171
2021-07-02,0.9225604061136718
2021-07-09,0.9299991445291249
2021-07-16,0.9292396028687883
2021-07-23,0.9254573180162871
2021-07-30,0.8936299861252791
2021-08-06,0.9070925802548626
2021-08-13,0.9294902334952813
2021-08-20,0.9218351769585442
2021-08-27,0.9388257620090277
2021-09-03,0.9572967564199238
2021-09-10,0.9772547804778597
2021-09-17,0.9568930701325338
2021-09-28,0.944388864025691
2021-10-12,0.9339073445611331
2021-10-19,0.9353978302869534
2021-10-26,0.9210169512707547
2021-11-02,0.9001462616743312
2021-11-09,0.9229247043192967
